
Instance                               Avg. reward  Seed    Time (s)
ORTEC-VRPTW-ASYM-ab61546c-d1-n265-k20            2  326691   300.037
ORTEC-VRPTW-ASYM-ab61546c-d1-n265-k20            3  296374   300.032
ORTEC-VRPTW-ASYM-ab61546c-d1-n265-k20            4  326137   300.033
ORTEC-VRPTW-ASYM-ab61546c-d1-n265-k20            5  305469   300.036
ORTEC-VRPTW-ASYM-ab61546c-d1-n265-k20            6  315723   300.036
ORTEC-VRPTW-ASYM-ab61546c-d1-n265-k20            7  302307   300.035
ORTEC-VRPTW-ASYM-acc237bb-d1-n390-k23            0  226249   360.042
ORTEC-VRPTW-ASYM-acc237bb-d1-n390-k23            1  234883   360.042
ORTEC-VRPTW-ASYM-acc237bb-d1-n390-k23            2  244579   360.045
ORTEC-VRPTW-ASYM-acc237bb-d1-n390-k23            3  241194   360.042
ORTEC-VRPTW-ASYM-acc237bb-d1-n390-k23            4  241291   360.043
ORTEC-VRPTW-ASYM-acc237bb-d1-n390-k23            5  233722   360.035
ORTEC-VRPTW-ASYM-acc237bb-d1-n390-k23            6  229255   360.034
ORTEC-VRPTW-ASYM-acc237bb-d1-n390-k23            7  237856   360.042
ORTEC-VRPTW-ASYM-addee14a-d1-n302-k20            0  417221   480.061
ORTEC-VRPTW-ASYM-addee14a-d1-n302-k20            1  380303   480.058
ORTEC-VRPTW-ASYM-addee14a-d1-n302-k20            2  405766   480.056
ORTEC-VRPTW-ASYM-addee14a-d1-n302-k20            3  390788   480.056
ORTEC-VRPTW-ASYM-addee14a-d1-n302-k20            4  382179   480.057
ORTEC-VRPTW-ASYM-addee14a-d1-n302-k20            5  372311   480.064
ORTEC-VRPTW-ASYM-addee14a-d1-n302-k20            6  373795   480.059
ORTEC-VRPTW-ASYM-addee14a-d1-n302-k20            7  412354   480.049
ORTEC-VRPTW-ASYM-ae0802e0-d1-n268-k15            0  371010   480.043
ORTEC-VRPTW-ASYM-ae0802e0-d1-n268-k15            1  397371   480.055
ORTEC-VRPTW-ASYM-ae0802e0-d1-n268-k15            2  364608   480.039
ORTEC-VRPTW-ASYM-ae0802e0-d1-n268-k15            3  348268   480.038
ORTEC-VRPTW-ASYM-ae0802e0-d1-n268-k15            4  369651   480.039
ORTEC-VRPTW-ASYM-ae0802e0-d1-n268-k15            5  349737   480.042
ORTEC-VRPTW-ASYM-ae0802e0-d1-n268-k15            6  365034   480.043
ORTEC-VRPTW-ASYM-ae0802e0-d1-n268-k15            7  376490   480.039
ORTEC-VRPTW-ASYM-aecf9ffb-d1-n420-k26            0  416646   420.045
ORTEC-VRPTW-ASYM-aecf9ffb-d1-n420-k26            1  413980   420.039
ORTEC-VRPTW-ASYM-aecf9ffb-d1-n420-k26            2  426694   420.045
ORTEC-VRPTW-ASYM-aecf9ffb-d1-n420-k26            3  406660   420.042
ORTEC-VRPTW-ASYM-aecf9ffb-d1-n420-k26            4  428313   420.042
ORTEC-VRPTW-ASYM-aecf9ffb-d1-n420-k26            5  455921    420.04
ORTEC-VRPTW-ASYM-aecf9ffb-d1-n420-k26            6  404457   420.042
ORTEC-VRPTW-ASYM-aecf9ffb-d1-n420-k26            7  403947   420.045
ORTEC-VRPTW-ASYM-af03d3bd-d1-n214-k15            0  521485   360.047
ORTEC-VRPTW-ASYM-af03d3bd-d1-n214-k15            1  532436    360.04
ORTEC-VRPTW-ASYM-af03d3bd-d1-n214-k15            2  479214   360.039
ORTEC-VRPTW-ASYM-af03d3bd-d1-n214-k15            3  483025    360.04
ORTEC-VRPTW-ASYM-af03d3bd-d1-n214-k15            4  519572   360.038
ORTEC-VRPTW-ASYM-af03d3bd-d1-n214-k15            5  500054   360.032
ORTEC-VRPTW-ASYM-af03d3bd-d1-n214-k15            6  503706   360.029
ORTEC-VRPTW-ASYM-af03d3bd-d1-n214-k15            7  542152   360.032
ORTEC-VRPTW-ASYM-afb4cbe2-d1-n457-k45            0  392577   360.037
ORTEC-VRPTW-ASYM-afb4cbe2-d1-n457-k45            1  387981   360.039
ORTEC-VRPTW-ASYM-afb4cbe2-d1-n457-k45            2  398989   360.033
ORTEC-VRPTW-ASYM-afb4cbe2-d1-n457-k45            3  376825   360.029
ORTEC-VRPTW-ASYM-afb4cbe2-d1-n457-k45            4  387684   360.041
ORTEC-VRPTW-ASYM-afb4cbe2-d1-n457-k45            5  398147   360.033
ORTEC-VRPTW-ASYM-afb4cbe2-d1-n457-k45            6  359186   360.043
ORTEC-VRPTW-ASYM-afb4cbe2-d1-n457-k45            7  401514   360.054
ORTEC-VRPTW-ASYM-b0db3a58-d1-n220-k13            0  420953   420.044
ORTEC-VRPTW-ASYM-b0db3a58-d1-n220-k13            1  400665   420.048
ORTEC-VRPTW-ASYM-b0db3a58-d1-n220-k13            2  427444   420.047
ORTEC-VRPTW-ASYM-b0db3a58-d1-n220-k13            3  402885   420.046
ORTEC-VRPTW-ASYM-b0db3a58-d1-n220-k13            4  442184   420.046
ORTEC-VRPTW-ASYM-b0db3a58-d1-n220-k13            5  403259   420.052
ORTEC-VRPTW-ASYM-b0db3a58-d1-n220-k13            6  389315   420.045
ORTEC-VRPTW-ASYM-b0db3a58-d1-n220-k13            7  406328   420.043
ORTEC-VRPTW-ASYM-b201abbb-d1-n360-k24            0  240637   360.035
ORTEC-VRPTW-ASYM-b201abbb-d1-n360-k24            1  227761   360.036
ORTEC-VRPTW-ASYM-b201abbb-d1-n360-k24            2  232876   360.034
ORTEC-VRPTW-ASYM-b201abbb-d1-n360-k24            3  233258   360.031
ORTEC-VRPTW-ASYM-b201abbb-d1-n360-k24            4  230331   360.038
ORTEC-VRPTW-ASYM-b201abbb-d1-n360-k24            5  235490   360.038
ORTEC-VRPTW-ASYM-b201abbb-d1-n360-k24            6  239345   360.034
ORTEC-VRPTW-ASYM-b201abbb-d1-n360-k24            7  229661   360.032
ORTEC-VRPTW-ASYM-b3059fbe-d1-n325-k20            0  234055   360.031
ORTEC-VRPTW-ASYM-b3059fbe-d1-n325-k20            1  227563   360.036
ORTEC-VRPTW-ASYM-b3059fbe-d1-n325-k20            2  230604    360.04
ORTEC-VRPTW-ASYM-b3059fbe-d1-n325-k20            3  214548   360.035
ORTEC-VRPTW-ASYM-b3059fbe-d1-n325-k20            4  244078   360.038
ORTEC-VRPTW-ASYM-b3059fbe-d1-n325-k20            5  223536   360.043
ORTEC-VRPTW-ASYM-b3059fbe-d1-n325-k20            6  228056   360.036
ORTEC-VRPTW-ASYM-b3059fbe-d1-n325-k20            7  238748   360.033
ORTEC-VRPTW-ASYM-b345b203-d1-n215-k15            0  320857   420.051
ORTEC-VRPTW-ASYM-b345b203-d1-n215-k15            1  338234   420.054
ORTEC-VRPTW-ASYM-b345b203-d1-n215-k15            2  317296   420.051
ORTEC-VRPTW-ASYM-b345b203-d1-n215-k15            3  297674   420.052
ORTEC-VRPTW-ASYM-b345b203-d1-n215-k15            4  311790    420.05
ORTEC-VRPTW-ASYM-b345b203-d1-n215-k15            5  332604   420.048
ORTEC-VRPTW-ASYM-b345b203-d1-n215-k15            6  322823   420.046
ORTEC-VRPTW-ASYM-b345b203-d1-n215-k15            7  350345   420.052
ORTEC-VRPTW-ASYM-b35f2931-d1-n212-k13            0  344765   300.039
ORTEC-VRPTW-ASYM-b35f2931-d1-n212-k13            1  355025   300.037
ORTEC-VRPTW-ASYM-b35f2931-d1-n212-k13            2  366247   300.038
ORTEC-VRPTW-ASYM-b35f2931-d1-n212-k13            3  349511   300.037
ORTEC-VRPTW-ASYM-b35f2931-d1-n212-k13            4  343869   300.037
ORTEC-VRPTW-ASYM-b35f2931-d1-n212-k13            5  371232   300.036
ORTEC-VRPTW-ASYM-b35f2931-d1-n212-k13            6  313029   300.031
ORTEC-VRPTW-ASYM-b35f2931-d1-n212-k13            7  352414   300.032
ORTEC-VRPTW-ASYM-b3635658-d1-n457-k28            0  426914    360.04
ORTEC-VRPTW-ASYM-b3635658-d1-n457-k28            1  418999   360.041
ORTEC-VRPTW-ASYM-b3635658-d1-n457-k28            2  418773   360.037
ORTEC-VRPTW-ASYM-b3635658-d1-n457-k28            3  433815   360.039
ORTEC-VRPTW-ASYM-b3635658-d1-n457-k28            4  423600   360.038
ORTEC-VRPTW-ASYM-b3635658-d1-n457-k28            5  433183   360.037
ORTEC-VRPTW-ASYM-b3635658-d1-n457-k28            6  426459   360.036
ORTEC-VRPTW-ASYM-b3635658-d1-n457-k28            7  401728   360.044
ORTEC-VRPTW-ASYM-b384a276-d1-n219-k17            0  332125   300.037
ORTEC-VRPTW-ASYM-b384a276-d1-n219-k17            1  326600   300.036
ORTEC-VRPTW-ASYM-b384a276-d1-n219-k17            2  360978   300.034
ORTEC-VRPTW-ASYM-b384a276-d1-n219-k17            3  334574   300.041
ORTEC-VRPTW-ASYM-b384a276-d1-n219-k17            4  323508   300.035
ORTEC-VRPTW-ASYM-b384a276-d1-n219-k17            5  323809   300.041
ORTEC-VRPTW-ASYM-b384a276-d1-n219-k17            6  309096   300.039
ORTEC-VRPTW-ASYM-b384a276-d1-n219-k17            7  315309   300.035
ORTEC-VRPTW-ASYM-b6aa1919-d1-n212-k13            0  309810   300.037
ORTEC-VRPTW-ASYM-b6aa1919-d1-n212-k13            1  309590   300.033
ORTEC-VRPTW-ASYM-b6aa1919-d1-n212-k13            2  301851   300.031
ORTEC-VRPTW-ASYM-b6aa1919-d1-n212-k13            3  327932   300.033
ORTEC-VRPTW-ASYM-b6aa1919-d1-n212-k13            4  301965    300.03
ORTEC-VRPTW-ASYM-b6aa1919-d1-n212-k13            5  317881   300.032
ORTEC-VRPTW-ASYM-b6aa1919-d1-n212-k13            6  312137   300.039
ORTEC-VRPTW-ASYM-b6aa1919-d1-n212-k13            7  315405   300.036
ORTEC-VRPTW-ASYM-b7ae3aa2-d1-n304-k23            0  336150    360.04
ORTEC-VRPTW-ASYM-b7ae3aa2-d1-n304-k23            1  317136    360.04
ORTEC-VRPTW-ASYM-b7ae3aa2-d1-n304-k23            2  288343   360.052
ORTEC-VRPTW-ASYM-b7ae3aa2-d1-n304-k23            3  391360   360.039
ORTEC-VRPTW-ASYM-b7ae3aa2-d1-n304-k23            4  313810   360.039
ORTEC-VRPTW-ASYM-b7ae3aa2-d1-n304-k23            5  376754   360.041
ORTEC-VRPTW-ASYM-b7ae3aa2-d1-n304-k23            6  317610   360.033
ORTEC-VRPTW-ASYM-b7ae3aa2-d1-n304-k23            7  295056   360.037
ORTEC-VRPTW-ASYM-bbed1122-d1-n347-k25            0  598193   420.037
ORTEC-VRPTW-ASYM-bbed1122-d1-n347-k25            1  605728   420.048
ORTEC-VRPTW-ASYM-bbed1122-d1-n347-k25            2  606411   420.038
ORTEC-VRPTW-ASYM-bbed1122-d1-n347-k25            3  633620   420.046
ORTEC-VRPTW-ASYM-bbed1122-d1-n347-k25            4  690411   420.042
ORTEC-VRPTW-ASYM-bbed1122-d1-n347-k25            5  607248    420.04
ORTEC-VRPTW-ASYM-bbed1122-d1-n347-k25            6  627034   420.037
ORTEC-VRPTW-ASYM-bbed1122-d1-n347-k25            7  646922   420.042
ORTEC-VRPTW-ASYM-bc44b197-d1-n296-k18            0  381428   360.041
ORTEC-VRPTW-ASYM-bc44b197-d1-n296-k18            1  345301   360.047
ORTEC-VRPTW-ASYM-bc44b197-d1-n296-k18            2  383547   360.044
ORTEC-VRPTW-ASYM-bc44b197-d1-n296-k18            3  349902   360.045
ORTEC-VRPTW-ASYM-bc44b197-d1-n296-k18            4  357061   360.051
ORTEC-VRPTW-ASYM-bc44b197-d1-n296-k18            5  378837    360.04
ORTEC-VRPTW-ASYM-bc44b197-d1-n296-k18            6  354145   360.043
ORTEC-VRPTW-ASYM-bc44b197-d1-n296-k18            7  375317   360.043
ORTEC-VRPTW-ASYM-bda861e7-d1-n364-k22            0  348614   360.032
ORTEC-VRPTW-ASYM-bda861e7-d1-n364-k22            1  369687   360.033
ORTEC-VRPTW-ASYM-bda861e7-d1-n364-k22            2  354739   360.031
ORTEC-VRPTW-ASYM-bda861e7-d1-n364-k22            3  369838   360.035
ORTEC-VRPTW-ASYM-bda861e7-d1-n364-k22            4  353584   360.034
ORTEC-VRPTW-ASYM-bda861e7-d1-n364-k22            5  364943    360.04
ORTEC-VRPTW-ASYM-bda861e7-d1-n364-k22            6  360324   360.031
ORTEC-VRPTW-ASYM-bda861e7-d1-n364-k22            7  356706   360.044
ORTEC-VRPTW-ASYM-bdfcbd22-d1-n247-k20            0  336676   360.037
ORTEC-VRPTW-ASYM-bdfcbd22-d1-n247-k20            1  349279   360.044
ORTEC-VRPTW-ASYM-bdfcbd22-d1-n247-k20            2  347746   360.043
ORTEC-VRPTW-ASYM-bdfcbd22-d1-n247-k20            3  318197   360.035
ORTEC-VRPTW-ASYM-bdfcbd22-d1-n247-k20            4  332756   360.038
ORTEC-VRPTW-ASYM-bdfcbd22-d1-n247-k20            5  343582   360.037
ORTEC-VRPTW-ASYM-bdfcbd22-d1-n247-k20            6  319629   360.033
ORTEC-VRPTW-ASYM-bdfcbd22-d1-n247-k20            7  336474   360.038
ORTEC-VRPTW-ASYM-c0f56186-d1-n499-k31            0  351113   360.035
ORTEC-VRPTW-ASYM-c0f56186-d1-n499-k31            1  398057    360.04
ORTEC-VRPTW-ASYM-c0f56186-d1-n499-k31            2  399879   360.035
ORTEC-VRPTW-ASYM-c0f56186-d1-n499-k31            3  365804   360.039
ORTEC-VRPTW-ASYM-c0f56186-d1-n499-k31            4  400883   360.037
ORTEC-VRPTW-ASYM-c0f56186-d1-n499-k31            5  384134   360.038
ORTEC-VRPTW-ASYM-c0f56186-d1-n499-k31            6  375242   360.036
ORTEC-VRPTW-ASYM-c0f56186-d1-n499-k31            7  396408   360.044
ORTEC-VRPTW-ASYM-c15b0201-d1-n320-k20            0  428400   420.044
ORTEC-VRPTW-ASYM-c15b0201-d1-n320-k20            1  459623   420.049
ORTEC-VRPTW-ASYM-c15b0201-d1-n320-k20            2  466481   420.047
ORTEC-VRPTW-ASYM-c15b0201-d1-n320-k20            3  456284   420.045
ORTEC-VRPTW-ASYM-c15b0201-d1-n320-k20            4  439412   420.042
ORTEC-VRPTW-ASYM-c15b0201-d1-n320-k20            5  468230   420.044
ORTEC-VRPTW-ASYM-c15b0201-d1-n320-k20            6  432261   420.041
ORTEC-VRPTW-ASYM-c15b0201-d1-n320-k20            7  471998   420.039
ORTEC-VRPTW-ASYM-c67b3a3f-d1-n342-k21            0  248542   360.033
ORTEC-VRPTW-ASYM-c67b3a3f-d1-n342-k21            1  251262   360.034
ORTEC-VRPTW-ASYM-c67b3a3f-d1-n342-k21            2  231397   360.035
ORTEC-VRPTW-ASYM-c67b3a3f-d1-n342-k21            3  222626   360.037
ORTEC-VRPTW-ASYM-c67b3a3f-d1-n342-k21            4  232765   360.033
ORTEC-VRPTW-ASYM-c67b3a3f-d1-n342-k21            5  244956   360.035
ORTEC-VRPTW-ASYM-c67b3a3f-d1-n342-k21            6  228826   360.038
ORTEC-VRPTW-ASYM-c67b3a3f-d1-n342-k21            7  242329   360.033
ORTEC-VRPTW-ASYM-c7657e35-d1-n275-k21            0  352711   360.039
ORTEC-VRPTW-ASYM-c7657e35-d1-n275-k21            1  315094   360.033
ORTEC-VRPTW-ASYM-c7657e35-d1-n275-k21            2  292963   360.036
ORTEC-VRPTW-ASYM-c7657e35-d1-n275-k21            3  349416   360.038
ORTEC-VRPTW-ASYM-c7657e35-d1-n275-k21            4  335196   360.037
ORTEC-VRPTW-ASYM-c7657e35-d1-n275-k21            5  323258   360.042
ORTEC-VRPTW-ASYM-c7657e35-d1-n275-k21            6  332439   360.038
ORTEC-VRPTW-ASYM-c7657e35-d1-n275-k21            7  318953   360.037
ORTEC-VRPTW-ASYM-c82ca041-d1-n393-k23            0  420660   480.042
ORTEC-VRPTW-ASYM-c82ca041-d1-n393-k23            1  436079   420.044
ORTEC-VRPTW-ASYM-c82ca041-d1-n393-k23            2  409063   420.044
ORTEC-VRPTW-ASYM-c82ca041-d1-n393-k23            3  431150   420.039
ORTEC-VRPTW-ASYM-c82ca041-d1-n393-k23            4  394698   480.042
ORTEC-VRPTW-ASYM-c82ca041-d1-n393-k23            5  447440   480.041
ORTEC-VRPTW-ASYM-c82ca041-d1-n393-k23            6  379455   480.039
ORTEC-VRPTW-ASYM-c82ca041-d1-n393-k23            7  396657   420.041
ORTEC-VRPTW-ASYM-c853ff0d-d1-n236-k15            0  303847   360.039
ORTEC-VRPTW-ASYM-c853ff0d-d1-n236-k15            1  295094   360.041
ORTEC-VRPTW-ASYM-c853ff0d-d1-n236-k15            2  303182   360.035
ORTEC-VRPTW-ASYM-c853ff0d-d1-n236-k15            3  288053   360.034
ORTEC-VRPTW-ASYM-c853ff0d-d1-n236-k15            4  295837   360.037
ORTEC-VRPTW-ASYM-c853ff0d-d1-n236-k15            5  293994   360.036
ORTEC-VRPTW-ASYM-c853ff0d-d1-n236-k15            6  293206   360.033
ORTEC-VRPTW-ASYM-c853ff0d-d1-n236-k15            7  303275   360.032
ORTEC-VRPTW-ASYM-ca1ed34e-d1-n226-k21            0  540203   360.043
ORTEC-VRPTW-ASYM-ca1ed34e-d1-n226-k21            1  514682   360.031
ORTEC-VRPTW-ASYM-ca1ed34e-d1-n226-k21            2  542130   360.034
ORTEC-VRPTW-ASYM-ca1ed34e-d1-n226-k21            3  511017   360.034
ORTEC-VRPTW-ASYM-ca1ed34e-d1-n226-k21            4  528269   360.035
ORTEC-VRPTW-ASYM-ca1ed34e-d1-n226-k21            5  522976   360.035
ORTEC-VRPTW-ASYM-ca1ed34e-d1-n226-k21            6  550783   360.037
ORTEC-VRPTW-ASYM-ca1ed34e-d1-n226-k21            7  519094   360.034
ORTEC-VRPTW-ASYM-ca5d17ad-d1-n246-k15            0  388790   360.049
ORTEC-VRPTW-ASYM-ca5d17ad-d1-n246-k15            1  402925   360.049
ORTEC-VRPTW-ASYM-ca5d17ad-d1-n246-k15            2  441630   360.061
ORTEC-VRPTW-ASYM-ca5d17ad-d1-n246-k15            3  409840   360.047
ORTEC-VRPTW-ASYM-ca5d17ad-d1-n246-k15            4  425325   360.047
ORTEC-VRPTW-ASYM-ca5d17ad-d1-n246-k15            5  404166   360.046
ORTEC-VRPTW-ASYM-ca5d17ad-d1-n246-k15            6  413467   360.046
ORTEC-VRPTW-ASYM-ca5d17ad-d1-n246-k15            7  382978   360.045
ORTEC-VRPTW-ASYM-cc815064-d1-n470-k26            0  445377   360.038
ORTEC-VRPTW-ASYM-cc815064-d1-n470-k26            1  447531   360.037
ORTEC-VRPTW-ASYM-cc815064-d1-n470-k26            2  420358   360.044
ORTEC-VRPTW-ASYM-cc815064-d1-n470-k26            3  466413   360.037
ORTEC-VRPTW-ASYM-cc815064-d1-n470-k26            4  446872   360.035
ORTEC-VRPTW-ASYM-cc815064-d1-n470-k26            5  424373   360.037
ORTEC-VRPTW-ASYM-cc815064-d1-n470-k26            6  419055   360.043
ORTEC-VRPTW-ASYM-cc815064-d1-n470-k26            7  449683   360.036
ORTEC-VRPTW-ASYM-cc98aff5-d1-n261-k20            0  391697   420.041
ORTEC-VRPTW-ASYM-cc98aff5-d1-n261-k20            1  367765    420.04
ORTEC-VRPTW-ASYM-cc98aff5-d1-n261-k20            2  368367   420.043
ORTEC-VRPTW-ASYM-cc98aff5-d1-n261-k20            3  380171   420.048
ORTEC-VRPTW-ASYM-cc98aff5-d1-n261-k20            4  389090   420.048
ORTEC-VRPTW-ASYM-cc98aff5-d1-n261-k20            5  399218   420.046
ORTEC-VRPTW-ASYM-cc98aff5-d1-n261-k20            6  397433   420.041
ORTEC-VRPTW-ASYM-cc98aff5-d1-n261-k20            7  409859    420.04
ORTEC-VRPTW-ASYM-ccc004aa-d1-n224-k12            0  505794   360.034
ORTEC-VRPTW-ASYM-ccc004aa-d1-n224-k12            1  416042   360.037
ORTEC-VRPTW-ASYM-ccc004aa-d1-n224-k12            2  490407   360.033
ORTEC-VRPTW-ASYM-ccc004aa-d1-n224-k12            3  429683   360.034
ORTEC-VRPTW-ASYM-ccc004aa-d1-n224-k12            4  442592   360.038
ORTEC-VRPTW-ASYM-ccc004aa-d1-n224-k12            5  433486   360.034
ORTEC-VRPTW-ASYM-ccc004aa-d1-n224-k12            6  440981   360.034
ORTEC-VRPTW-ASYM-ccc004aa-d1-n224-k12            7  445620   360.054
ORTEC-VRPTW-ASYM-ce78488d-d1-n332-k30            0  383827   360.047
ORTEC-VRPTW-ASYM-ce78488d-d1-n332-k30            1  343655   360.046
ORTEC-VRPTW-ASYM-ce78488d-d1-n332-k30            2  343894   360.042
ORTEC-VRPTW-ASYM-ce78488d-d1-n332-k30            3  342339    360.04
ORTEC-VRPTW-ASYM-ce78488d-d1-n332-k30            4  336232   360.051
ORTEC-VRPTW-ASYM-ce78488d-d1-n332-k30            5  339668   360.036
